{'name': 'n17', 'options': ['N17 Огонек-1 Гаражно-строит-ный кооператив', 'гк N17 Циолковского Территория']}	n17
{'name': 'огонек-1', 'options': ['N17 Огонек-1 Гаражно-строит-ный кооператив', 'гк Огонек-1 Территория']}	огонек-1
{'name': 'n18', 'options': ['N18 Заозерный Гаражно-строит-ный кооператив']}	n18
{'name': 'заозерный', 'options': ['N18 Заозерный Гаражно-строит-ный кооператив']}	заозерный
{'name': 'n18а', 'options': ['N18а Сирена Гаражно-строит-ный кооператив']}	n18а
{'name': 'сирена', 'options': ['N18а Сирена Гаражно-строит-ный кооператив']}	сирена
{'name': 'n19', 'options': ['N19 Автолюбитель Гаражно-строит-ный кооператив']}	n19
{'name': 'автолюбитель', 'options': ['N19 Автолюбитель Гаражно-строит-ный кооператив', 'гк Автолюбитель Территория', 'ГСК Автолюбитель (ул.Б. Печерская 82а) Территория']}	автолюбитель
{'name': 'n21', 'options': ['N21 Гаражно-строит-ный кооператив', 'гк N21 Ефремова Территория']}	n21
{'name': 'n22', 'options': ['N22 Огонек Гаражно-строит-ный кооператив']}	n22
{'name': 'огонек', 'options': ['N22 Огонек Гаражно-строит-ный кооператив', 'гк Огонек Территория', 'гк Огонек 3 Территория', 'ГСК Огонек Территория', 'Огонек Гаражно-строит-ный кооператив', 'с/т Голубой огонек Территория']}	огонек
{'name': 'n23а', 'options': ['N23а Гаражно-строит-ный кооператив']}	n23а
{'name': 'n25', 'options': ['N25 Ленок Гаражно-строит-ный кооператив', 'гк N25 Сормово Территория']}	n25
{'name': 'ленок', 'options': ['N25 Ленок Гаражно-строит-ный кооператив']}	ленок
{'name': 'n28', 'options': ['N28 Гаражно-строит-ный кооператив']}	n28
{'name': 'n29', 'options': ['N29 Гаражно-строит-ный кооператив']}	n29
{'name': 'n3', 'options': ['N3 Буревестник Гаражно-строит-ный кооператив', 'N3 ОАО Румо Садовое неком-е товарищество', 'ГСК N3 Автозаводский Территория', 'ГСК N3 ул Фучика Территория', 'СНТ N3 Автозаводский Территория']}	n3
{'name': 'буревестник', 'options': ['N3 Буревестник Гаражно-строит-ный кооператив', 'СНТ Буревестник (у д.Афонино) Территория']}	буревестник
{'name': 'румо', 'options': ['N3 ОАО Румо Садовое неком-е товарищество']}	румо
{'name': 'n30', 'options': ['N30 Молитовка Авто Гаражно-строит-ный кооператив']}	n30
{'name': 'молитовка', 'options': ['N30 Молитовка Авто Гаражно-строит-ный кооператив']}	молитовка
{'name': 'авто', 'options': ['N30 Молитовка Авто Гаражно-строит-ный кооператив']}	авто
{'name': 'n31', 'options': ['N31 Гаражно-строит-ный кооператив']}	n31
{'name': 'n32', 'options': ['N32 Эльбрус Гаражно-строит-ный кооператив']}	n32
{'name': 'эльбрус', 'options': ['N32 Эльбрус Гаражно-строит-ный кооператив']}	эльбрус
{'name': 'n33', 'options': ['N33 Железобетон Гаражно-строит-ный кооператив']}	n33
{'name': 'железобетон', 'options': ['N33 Железобетон Гаражно-строит-ный кооператив']}	железобетон
{'name': 'n34', 'options': ['N34 Гаражно-строит-ный кооператив']}	n34
{'name': 'n35', 'options': ['N35 Этновец Гаражно-строит-ный кооператив']}	n35
{'name': 'этновец', 'options': ['N35 Этновец Гаражно-строит-ный кооператив']}	этновец
{'name': 'n36', 'options': ['N36 Угловой Гаражно-строит-ный кооператив']}	n36
{'name': 'угловой', 'options': ['N36 Угловой Гаражно-строит-ный кооператив', 'ГСК Угловой ул Композиторская Территория']}	угловой
{'name': 'n37', 'options': ['N37 Гаражно-строит-ный кооператив']}	n37
{'name': 'n38', 'options': ['N38 Гаражно-строит-ный кооператив', 'N38 Волна Гаражно-строит-ный кооператив']}	n38
{'name': 'волна', 'options': ['N38 Волна Гаражно-строит-ный кооператив', 'гк Волна Культуры Территория', 'ГСК Волна ул. Культуры Территория']}	волна
{'name': 'n39', 'options': ['N39 Гаражно-строит-ный кооператив']}	n39
{'name': 'n4', 'options': ['N4 Окский Садовое неком-е товарищество', 'гк N4 Римского-Корсакова Территория', 'ГСК N4 ул Фучика Территория', 'ГСК N4 ул.Лейтенанта Шмидта Территория']}	n4
{'name': 'окский', 'options': ['N4 Окский Садовое неком-е товарищество', 'Окский Съезд Улица']}	окский
{'name': 'n40', 'options': ['N40 Гаражно-строит-ный кооператив', 'гк N40 Починки-2 Территория']}	n40
{'name': 'n42', 'options': ['N42 Гаражно-строит-ный кооператив']}	n42
{'name': 'n43', 'options': ['N43 Гаражно-строит-ный кооператив']}	n43
{'name': 'n46', 'options': ['N46 Ока-2 Гаражно-строит-ный кооператив']}	n46
{'name': 'ока-2', 'options': ['N46 Ока-2 Гаражно-строит-ный кооператив']}	ока-2
{'name': 'n48', 'options': ['N48 Частник Гаражно-строит-ный кооператив']}	n48
{'name': 'частник', 'options': ['N48 Частник Гаражно-строит-ный кооператив']}	частник
{'name': 'n49', 'options': ['N49 Ветеран Гаражно-строит-ный кооператив']}	n49
{'name': 'n5', 'options': ['N5 ГАЗ Территория ТСН', 'СНТ N5 ОАО ГАЗ Территория']}	n5
{'name': 'газ', 'options': ['N5 ГАЗ Территория ТСН', 'СНТ N5 ОАО ГАЗ Территория']}	газ
{'name': 'тсн', 'options': ['N5 ГАЗ Территория ТСН', 'Ракета Территория ТСН', 'ТСН Ульяновец Территория']}	тсн
{'name': 'n50', 'options': ['N50 Прогресс-50 Гаражно-строит-ный кооператив']}	n50
{'name': 'прогресс-50', 'options': ['N50 Прогресс-50 Гаражно-строит-ный кооператив']}	прогресс-50
{'name': 'n51', 'options': ['N51 Восток-Л Гаражно-строит-ный кооператив']}	n51
{'name': 'восток-л', 'options': ['N51 Восток-Л Гаражно-строит-ный кооператив']}	восток-л
{'name': 'n52', 'options': ['N52 Гаражно-строит-ный кооператив']}	n52
{'name': 'n56', 'options': ['N56 Борзовка Гаражно-строит-ный кооператив']}	n56
{'name': 'борзовка', 'options': ['N56 Борзовка Гаражно-строит-ный кооператив']}	борзовка
{'name': 'n59', 'options': ['N59 Молитовец Гаражно-строит-ный кооператив']}	n59
{'name': 'молитовец', 'options': ['N59 Молитовец Гаражно-строит-ный кооператив']}	молитовец
{'name': 'n6', 'options': ['N6 Гаражно-строит-ный кооператив', 'СНТ N6 Н-Доскино Территория']}	n6
{'name': 'n61', 'options': ['N61 Норильск Гаражно-строит-ный кооператив']}	n61
{'name': 'норильск', 'options': ['N61 Норильск Гаражно-строит-ный кооператив']}	норильск
{'name': 'n67', 'options': ['N67 Кавказ Гаражно-строит-ный кооператив']}	n67
{'name': 'кавказ', 'options': ['N67 Кавказ Гаражно-строит-ный кооператив']}	кавказ
{'name': 'n68', 'options': ['N68 Ветеран 45 Гаражно-строит-ный кооператив']}	n68
{'name': '45', 'options': ['N68 Ветеран 45 Гаражно-строит-ный кооператив', 'гк 45 Территория', 'ГСК 45 ул Заводской парк Территория', 'ГСК Варя ул. Коминтерна 45 Территория']}	45
{'name': 'n70', 'options': ['N70 Звезда Гаражно-строит-ный кооператив']}	n70
{'name': 'звезда', 'options': ['N70 Звезда Гаражно-строит-ный кооператив', 'ГСК Звезда (ул.Бринского) Территория']}	звезда
{'name': 'n8', 'options': ['N8 Гаражно-строит-ный кооператив', 'Садоводческий кооператив N8 Лель Садовое неком-е товарищество', 'СНТ Лель N8 Территория', 'Стд Лель N8 Территория']}	n8
{'name': 'n9', 'options': ['N9 Гаражно-строит-ный кооператив']}	n9
{'name': 'а.матросова', 'options': ['А.Матросова Улица']}	а.матросова
{'name': 'абразивная', 'options': ['Абразивная Улица']}	абразивная
{'name': 'абрикосовая', 'options': ['Абрикосовая Улица']}	абрикосовая
{'name': 'авангардная', 'options': ['Авангардная Улица']}	авангардная
{'name': 'авиаторская', 'options': ['Авиаторская Улица']}	авиаторская
{'name': 'авиационная', 'options': ['Авиационная Улица']}	авиационная
{'name': 'автогенный', 'options': ['Автогенный Переулок']}	автогенный
{'name': 'автоматная', 'options': ['Автоматная Улица']}	автоматная
{'name': 'автомеханическая', 'options': ['Автомеханическая Улица']}	автомеханическая
{'name': 'авторская', 'options': ['Авторская Улица']}	авторская
{'name': 'агатовая', 'options': ['Агатовая Улица']}	агатовая
{'name': 'агрономическая', 'options': ['Агрономическая Улица']}	агрономическая
{'name': 'адмирала', 'options': ['Адмирала Васюнина Улица', 'Адмирала Макарова Улица', 'Адмирала Нахимова Улица']}	адмирала
{'name': 'васюнина', 'options': ['Адмирала Васюнина Улица']}	васюнина
{'name': 'макарова', 'options': ['Адмирала Макарова Улица']}	макарова
{'name': 'нахимова', 'options': ['Адмирала Нахимова Улица']}	нахимова
{'name': 'азовская', 'options': ['Азовская Улица']}	азовская
{'name': 'айвазовского', 'options': ['Айвазовского Улица']}	айвазовского
{'name': 'баха', 'options': ['Академика Баха Улица']}	баха
{'name': 'блохиной', 'options': ['Академика Блохиной Улица']}	блохиной
{'name': 'вавилова', 'options': ['Академика Вавилова Улица']}	вавилова
{'name': 'и.н.блохиной', 'options': ['Академика И.Н.Блохиной Улица']}	и.н.блохиной
{'name': 'королева', 'options': ['Академика Королева Б.А. Бульвар']}	королева
{'name': 'б.а.', 'options': ['Академика Королева Б.А. Бульвар']}	б.а.
{'name': 'лебедева', 'options': ['Академика Лебедева Улица']}	лебедева
{'name': 'павлова', 'options': ['Академика Павлова Улица', 'Дмитрия Павлова Улица']}	павлова
{'name': 'сахарова', 'options': ['Академика Сахарова Улица']}	сахарова
{'name': 'акмолинская', 'options': ['Акмолинская Улица']}	акмолинская
{'name': 'аксакова', 'options': ['Аксакова Улица']}	аксакова
{'name': 'актюбинская', 'options': ['Актюбинская Улица']}	актюбинская
{'name': 'алатырская', 'options': ['Алатырская Улица']}	алатырская
{'name': 'алебастровая', 'options': ['Алебастровая Улица']}	алебастровая
{'name': 'александра', 'options': ['Александра Люкина Улица', 'Александра Матросова Улица', 'Александра Невского Улица', 'Александра Хохлова Улица']}	александра
{'name': 'люкина', 'options': ['Александра Люкина Улица']}	люкина
{'name': 'матросова', 'options': ['Александра Матросова Улица']}	матросова
{'name': 'невского', 'options': ['Александра Невского Улица']}	невского
{'name': 'хохлова', 'options': ['Александра Хохлова Улица']}	хохлова
{'name': 'александровская', 'options': ['Александровская Слобода']}	александровская
{'name': 'алексеевская', 'options': ['Алексеевская Улица']}	алексеевская
{'name': 'алеши', 'options': ['Алеши Пешкова Улица']}	алеши
{'name': 'пешкова', 'options': ['Алеши Пешкова Улица']}	пешкова
{'name': 'аллы', 'options': ['Аллы Буйко Переулок']}	аллы
{'name': 'буйко', 'options': ['Аллы Буйко Переулок']}	буйко
{'name': 'алма-атинская', 'options': ['Алма-Атинская Улица']}	алма-атинская
{'name': 'алмазная', 'options': ['Алмазная Улица']}	алмазная
{'name': 'амурская', 'options': ['Амурская Улица']}	амурская
{'name': 'анапская', 'options': ['Анапская Улица']}	анапская
{'name': 'анатолия', 'options': ['Анатолия Григорьева Улица']}	анатолия
{'name': 'григорьева', 'options': ['Анатолия Григорьева Улица']}	григорьева
{'name': 'ангарская', 'options': ['Ангарская Улица']}	ангарская
{'name': 'андреева', 'options': ['Андреева Улица']}	андреева
{'name': 'андреевская', 'options': ['Андреевская Улица']}	андреевская
{'name': 'анкудиновское', 'options': ['Анкудиновское Шоссе']}	анкудиновское
{'name': 'анри', 'options': ['Анри Барбюса Улица']}	анри
{'name': 'барбюса', 'options': ['Анри Барбюса Улица']}	барбюса
{'name': 'аральская', 'options': ['Аральская Улица']}	аральская
{'name': 'арзамасская', 'options': ['Арзамасская Улица']}	арзамасская
{'name': 'аркадия', 'options': ['Аркадия Гайдара Улица']}	аркадия
{'name': 'гайдара', 'options': ['Аркадия Гайдара Улица']}	гайдара
{'name': 'арктическая', 'options': ['Арктическая Улица']}	арктическая
{'name': 'арктический', 'options': ['Арктический Переулок']}	арктический
{'name': 'армавирская', 'options': ['Армавирская Улица']}	армавирская
{'name': 'арматурный', 'options': ['Арматурный Переулок']}	арматурный
{'name': 'армейский', 'options': ['Армейский Переулок']}	армейский
{'name': 'арсеньева', 'options': ['Арсеньева Улица']}	арсеньева
{'name': 'артельная', 'options': ['Артельная Улица']}	артельная
{'name': 'артельный', 'options': ['Артельный Проезд']}	артельный
{'name': 'артемовская', 'options': ['Артемовская Улица']}	артемовская
{'name': 'архангельская', 'options': ['Архангельская Улица']}	архангельская
{'name': 'архимеда', 'options': ['Архимеда Улица']}	архимеда
{'name': 'архитектора', 'options': ['Архитектора Харитонова А.Е. Улица']}	архитектора
{'name': 'харитонова', 'options': ['Архитектора Харитонова А.Е. Улица']}	харитонова
{'name': 'а.е.', 'options': ['Архитектора Харитонова А.Е. Улица']}	а.е.
{'name': 'архитектурная', 'options': ['Архитектурная Улица']}	архитектурная
{'name': 'афанасьева', 'options': ['Афанасьева Улица']}	афанасьева
{'name': 'ашхабадская', 'options': ['Ашхабадская Улица']}	ашхабадская
{'name': 'аэродромная', 'options': ['Аэродромная Улица']}	аэродромная
{'name': 'баженова', 'options': ['Баженова Улица']}	баженова
{'name': 'базарная', 'options': ['Базарная Улица']}	базарная
{'name': 'базовый', 'options': ['Базовый Проезд']}	базовый
{'name': 'байдукова', 'options': ['Байдукова Улица']}	байдукова
{'name': 'байкальская', 'options': ['Байкальская Улица']}	байкальская
{'name': 'бакинский', 'options': ['Бакинский Переулок']}	бакинский
{'name': 'бакунина', 'options': ['Бакунина Улица']}	бакунина
{'name': 'балакирева', 'options': ['Балакирева Улица']}	балакирева
{'name': 'балаклавский', 'options': ['Балаклавский Переулок']}	балаклавский
{'name': 'балаковская', 'options': ['Балаковская Улица']}	балаковская
{'name': 'балахнинская', 'options': ['Балахнинская Улица']}	балахнинская
{'name': 'балахонова', 'options': ['Балахонова Улица']}	балахонова
{'name': 'балканский', 'options': ['Балканский Переулок']}	балканский
{'name': 'балочная', 'options': ['Балочная Улица']}	балочная
{'name': 'балтийская', 'options': ['Балтийская Улица']}	балтийская
{'name': 'балхашская', 'options': ['Балхашская Улица']}	балхашская
{'name': 'баранова', 'options': ['Баранова Улица']}	баранова
{'name': 'баренца', 'options': ['Баренца Улица', 'ГСК Газонаполнительная ул. Баренца 16 Территория']}	баренца
{'name': 'барк', 'options': ['Барк Гаражно-строит-ный кооператив']}	барк
{'name': 'барминская', 'options': ['Барминская Улица']}	барминская
{'name': 'барнаульская', 'options': ['Барнаульская Улица']}	барнаульская
{'name': 'баррикад', 'options': ['Баррикад Улица']}	баррикад
{'name': 'батарейная', 'options': ['Батарейная Улица']}	батарейная
{'name': 'батумская', 'options': ['Батумская Улица']}	батумская
{'name': 'баумана', 'options': ['Баумана Улица', 'СНТ N2 ОАО Зефс по ул Баумана Территория']}	баумана
{'name': 'беговая', 'options': ['Беговая Улица']}	беговая
{'name': 'безводная', 'options': ['Безводная Улица']}	безводная
{'name': 'безлесная', 'options': ['Безлесная Улица']}	безлесная
{'name': 'безымянный', 'options': ['Безымянный Переулок']}	безымянный
{'name': 'бекетова', 'options': ['Бекетова Улица']}	бекетова
{'name': 'белинского', 'options': ['Белинского Улица']}	белинского
{'name': 'белозерская', 'options': ['Белозерская Улица']}	белозерская
{'name': 'беломорская', 'options': ['Беломорская Улица']}	беломорская
{'name': 'белорусская', 'options': ['Белорусская Улица']}	белорусская
{'name': 'белякова', 'options': ['Белякова Улица']}	белякова
{'name': 'беляковский', 'options': ['Беляковский Переулок']}	беляковский
{'name': 'береговая', 'options': ['Береговая Улица']}	береговая
{'name': 'березовская', 'options': ['Березовская Улица']}	березовская
{'name': 'березопольская', 'options': ['Березопольская Улица']}	березопольская
{'name': 'берестяная', 'options': ['Берестяная Улица']}	берестяная
{'name': 'беринга', 'options': ['Беринга Улица']}	беринга
{'name': 'бестужева', 'options': ['Бестужева Улица']}	бестужева
{'name': 'бетанкура', 'options': ['Бетанкура Улица']}	бетанкура
{'name': 'бийская', 'options': ['Бийская Улица']}	бийская
{'name': 'биробиджанская', 'options': ['Биробиджанская Улица']}	биробиджанская
{'name': 'бирюзовая', 'options': ['Бирюзовая Улица']}	бирюзовая
{'name': 'благовещенская', 'options': ['Благовещенская Площадь']}	благовещенская
{'name': 'ближняя', 'options': ['Ближняя Улица']}	ближняя
{'name': 'блюхера', 'options': ['Блюхера Улица']}	блюхера
{'name': 'бобруйская', 'options': ['Бобруйская Улица']}	бобруйская
{'name': 'богатырская', 'options': ['Богатырская Улица']}	богатырская
{'name': 'богдановича', 'options': ['Богдановича Улица']}	богдановича
{'name': 'богородского', 'options': ['Богородского Улица']}	богородского
{'name': 'бодайбинский', 'options': ['Бодайбинский Переулок']}	бодайбинский
{'name': 'боевая', 'options': ['Боевая Улица']}	боевая
{'name': 'боевых', 'options': ['Боевых Дружин Улица']}	боевых
{'name': 'дружин', 'options': ['Боевых Дружин Улица']}	дружин
{'name': 'бойновский', 'options': ['Бойновский Переулок', 'ГСК Бойновский Территория']}	бойновский
{'name': 'болдинская', 'options': ['Болдинская Улица']}	болдинская
{'name': 'болотная', 'options': ['Болотная Улица']}	болотная
{'name': 'болотникова', 'options': ['Болотникова Улица']}	болотникова
{'name': 'большая', 'options': ['Большая Окружная Улица', 'Большая Перекрестная Улица', 'Большая Печерская Улица', 'Большая Покровская Улица', 'Большая Починковская Улица']}	большая
{'name': 'окружная', 'options': ['Большая Окружная Улица', 'Малая Окружная Улица']}	окружная
{'name': 'перекрестная', 'options': ['Большая Перекрестная Улица']}	перекрестная
{'name': 'печерская', 'options': ['Большая Печерская Улица', 'ГСК Автолюбитель (ул.Б. Печерская 82а) Территория']}	печерская
{'name': 'покровская', 'options': ['Большая Покровская Улица', 'Малая Покровская Улица']}	покровская
{'name': 'починковская', 'options': ['Большая Починковская Улица', 'Починковская 2-я Улица']}	починковская
{'name': 'большевистская', 'options': ['Большевистская Улица']}	большевистская
{'name': 'большие', 'options': ['Большие Овраги Улица']}	большие
{'name': 'овраги', 'options': ['Большие Овраги Улица']}	овраги
{'name': 'бонч-бруевича', 'options': ['Бонч-Бруевича Улица']}	бонч-бруевича
{'name': 'бориса', 'options': ['Бориса Корнилова Улица', 'Бориса Панина Улица', 'Бориса Рутковского Улица', 'Бориса Самарина Улица']}	бориса
{'name': 'корнилова', 'options': ['Бориса Корнилова Улица']}	корнилова
{'name': 'панина', 'options': ['Бориса Панина Улица']}	панина
{'name': 'рутковского', 'options': ['Бориса Рутковского Улица']}	рутковского
{'name': 'самарина', 'options': ['Бориса Самарина Улица']}	самарина
{'name': 'боровая', 'options': ['Боровая Улица']}	боровая
{'name': 'борская', 'options': ['Борская Улица']}	борская
{'name': 'борьбы', 'options': ['Борьбы Улица']}	борьбы
{'name': 'ботаническая', 'options': ['Ботаническая Улица']}	ботаническая
{'name': 'ботанический', 'options': ['Ботанический Переулок', 'Ботанический Сад Улица']}	ботанический
{'name': 'боткина', 'options': ['Боткина Улица']}	боткина
{'name': 'братская', 'options': ['Братская Улица']}	братская
{'name': 'братьев', 'options': ['Братьев Игнатовых Улица', 'Братьев Матусовых Улица']}	братьев
{'name': 'игнатовых', 'options': ['Братьев Игнатовых Улица']}	игнатовых
{'name': 'матусовых', 'options': ['Братьев Матусовых Улица']}	матусовых
{'name': 'бредихина', 'options': ['Бредихина Улица']}	бредихина
{'name': 'брестская', 'options': ['Брестская Улица']}	брестская
{'name': 'бригадная', 'options': ['Бригадная Улица']}	бригадная
{'name': 'брикетная', 'options': ['Брикетная Улица']}	брикетная
{'name': 'бринского', 'options': ['Бринского Улица']}	бринского
{'name': 'брусничная', 'options': ['Брусничная Улица']}	брусничная
{'name': 'брянская', 'options': ['Брянская Улица']}	брянская
{'name': 'бубнова', 'options': ['Бубнова Улица']}	бубнова
{'name': 'бугристая', 'options': ['Бугристая Улица']}	бугристая
{'name': 'булавина', 'options': ['Булавина Улица']}	булавина
{'name': 'бунтарский', 'options': ['Бунтарский Переулок']}	бунтарский
{'name': 'бурденко', 'options': ['Бурденко Улица']}	бурденко
{'name': 'буревестника', 'options': ['Буревестника Улица']}	буревестника
{'name': 'бурнаковская', 'options': ['Бурнаковская Улица']}	бурнаковская
{'name': 'бурнаковский', 'options': ['Бурнаковский Проезд']}	бурнаковский
{'name': 'бусыгина', 'options': ['Бусыгина Проспект']}	бусыгина
{'name': 'бутурлинская', 'options': ['Бутурлинская Улица']}	бутурлинская
{'name': 'бутырская', 'options': ['Бутырская Улица']}	бутырская
{'name': 'буферная', 'options': ['Буферная Улица']}	буферная
{'name': 'вадская', 'options': ['Вадская Улица']}	вадская
{'name': 'вадский', 'options': ['Вадский Проезд']}	вадский
{'name': 'вайгач', 'options': ['Вайгач Переулок']}	вайгач
{'name': 'валдайская', 'options': ['Валдайская Улица']}	валдайская
{'name': 'вали', 'options': ['Вали Котика Улица']}	вали
{'name': 'котика', 'options': ['Вали Котика Улица']}	котика
{'name': 'ванеева', 'options': ['Ванеева Улица']}	ванеева
{'name': 'варварская', 'options': ['Варварская Улица']}	варварская
{'name': 'васенко', 'options': ['Васенко Улица']}	васенко
{'name': 'василия', 'options': ['Василия Иванова Улица', 'ГСК Элита ул. Василия Иванова Территория']}	василия
{'name': 'иванова', 'options': ['Василия Иванова Улица', 'ГСК Водоканал ул.Василия Иванова Территория', 'ГСК Элита ул. Василия Иванова Территория']}	иванова
{'name': 'васильковая', 'options': ['Васильковая Улица']}	васильковая
{'name': 'васнецова', 'options': ['Васнецова Улица']}	васнецова
{'name': 'ватутина', 'options': ['Ватутина Улица']}	ватутина
{'name': 'вахитова', 'options': ['Вахитова Переулок']}	вахитова
{'name': 'вахтангова', 'options': ['Вахтангова Улица']}	вахтангова
{'name': 'вачская', 'options': ['Вачская Улица']}	вачская
{'name': 'веденяпина', 'options': ['Веденяпина Улица']}	веденяпина
{'name': 'вербная', 'options': ['Вербная Улица']}	вербная
{'name': 'верхне-волжская', 'options': ['Верхне-Волжская Набережная']}	верхне-волжская
{'name': 'верхне-печерская', 'options': ['Верхне-Печерская Улица', 'Верхне-Печерская Слобода']}	верхне-печерская
{'name': 'верхнеудинская', 'options': ['Верхнеудинская Улица']}	верхнеудинская
{'name': 'верхняя', 'options': ['Верхняя Улица']}	верхняя
{'name': 'верховая', 'options': ['Верховая Улица']}	верховая
{'name': 'верхоянская', 'options': ['Верхоянская Улица']}	верхоянская
{'name': 'весенняя', 'options': ['Весенняя Улица']}	весенняя
